GO_id,description,gene_ratio,bg_ratio,p_value,p_adjust,q_value,gene_ids,count
GO:0008016,regulation of heart contraction,87/5559,214/18903,0.0002689872170153,0.0030173348691281,0.0021277689056716,3757/5318/493/4205/10060/490/6720/79041/1739/3320/6548/6547/1760/2931/1839/5144/51130/51086/6543/148/1908/482/2258/7137/3270/54795/10021/7168/805/817/23704/1525/808/57731/476/4846/157378/3728/26251/186/6331/10345/8912/2316/6262/9722/5348/8913/477/489/1906/10539/2034/2697/781/776/153396/147/2548/27129/29119/3768/5142/801/1756/554212/153/3784/3781/6910/1832/4092/857/7139/30819/1907/2643/80763/8654/1813/134/80149/348980/783/55800/156/5350,87
GO:0060173,limb development,87/5559,178/18903,3.20475590934169e-08,2.15319537658895e-06,1.51839367152033e-06,56603/54542/8626/10512/5915/79977/2254/1954/64327/657/6468/27077/7704/5396/3229/6659/30062/7020/55212/51176/2201/4089/1382/27173/51057/3899/80856/221322/2768/2719/10018/7547/6497/2019/26005/1499/55636/6664/2131/84133/9241/83999/5087/5727/57560/5362/5125/51588/2737/2253/3664/4488/6662/8854/5914/4038/80144/4851/4154/55764/27152/51222/5916/344191/126695/79659/342184/578/2263/5307/546/6910/3655/57167/6299/1311/1749/7474/1889/6926/5066/7476/57728/28982/25836/50515/137392,87
GO:0060538,skeletal muscle organ development,87/5559,176/18903,1.63712006404809e-08,1.3609261855283e-06,9.59700048578991e-07,56603/8538/7504/9734/2817/50937/10362/905/7093/10521/2010/688/51231/1655/9750/1432/90/4209/1958/59269/4654/9215/27063/2047/6497/7832/221496/93185/467/10370/57462/341405/1499/2353/3344/10409/6664/5339/10472/29895/7490/23764/5079/6261/4763/6840/4618/607/3164/56261/6495/3142/4851/89780/8320/1020/3481/1605/9242/1756/89/30812/387/5307/54715/1310/80208/857/5532/3131/150572/1959/53834/6608/2317/64855/1134/5530/5925/196541/93649/9456/115509/8819/4534/79647/283149,87
GO:0071902,positive regulation of protein serine/threonine kinase activity,87/5559,229/18903,0.0030814842070087,0.0186078474646944,0.0131219108763679,5310/493/9175/5788/905/990/3326/8312/2146/657/9693/595/7422/2690/2043/6543/894/1908/376497/4294/51347/7057/54956/4916/805/6622/5058/9344/8817/808/57551/152110/253260/8754/3643/4296/8325/205428/1436/5154/1654/100133941/10178/2260/1906/50507/5155/2321/55011/1164/650/10253/5607/658/23533/8792/2064/5899/1956/3481/6091/801/387/5609/10961/23411/959/2246/7474/2185/7186/904/84962/84722/6885/3357/7099/8654/8826/1857/6283/8941/7189/9500/5770/407017/6997,87
GO:1901654,response to ketone,87/5559,205/18903,4.48892383790024e-05,0.0007386111927157,0.0005208549920399,1080/572/4129/7049/490/6720/84687/595/867/54464/6869/6446/2309/2693/55809/2354/5447/6155/23558/5111/4678/842/10631/1019/7057/10499/3480/11057/4916/8751/653361/808/2560/54541/367/2353/5734/598/8061/2/387758/1946/4155/5244/1373/56848/1906/7023/6422/10270/2908/7337/1385/383/2770/3158/1828/9101/9353/1977/23367/114/1536/6340/25942/111/1728/5069/6586/1364/23411/5327/857/687/5105/4821/2002/10365/2230/109/196541/4478/8313/5581/64754/54331/27347,87
GO:2001234,negative regulation of apoptotic signaling pathway,87/5559,233/18903,0.0053322579367307,0.0287567422173191,0.0202787242955587,5329/672/960/9709/54929/4335/5743/2023/3301/4150/2138/56917/3315/219699/653/2771/90/1191/9479/6615/1032/599/7057/3685/4170/6934/65018/4000/4846/1499/367/598/5970/627/754/9241/5071/4582/5478/3064/54978/1654/406991/2729/6376/3479/1495/50484/2932/2950/7494/55011/2070/80237/64844/5607/7009/57630/3622/7857/10771/9821/578/5291/3655/23411/8829/3091/4318/1457/5054/10488/6387/2537/5894/5925/409/3578/55023/4929/90993/84447/7015/219790/51616/26155/5770,87
GO:0031334,positive regulation of protein-containing complex assembly,86/5559,192/18903,4.09866610756191e-06,0.0001087917547068,7.67179391413256e-05,55971/5526/5217/8440/7037/23332/6624/1739/1015/3320/2099/55612/54922/57606/7422/3567/55719/1191/7408/80115/9026/7376/948/5879/55755/9873/6622/84630/5058/472/140609/2241/10018/3084/65018/23379/253260/4204/442721/10458/2885/9659/1003/11124/51466/10497/10399/1654/388630/10178/10787/55604/2932/55011/28964/57482/8739/4926/7013/10435/4314/50807/10602/21/545/9636/342184/56919/578/5601/387/9780/29108/2185/11135/84962/54552/51429/6249/84722/7099/79998/4478/23514/5581/96459,86
GO:0032271,regulation of protein polymerization,86/5559,201/18903,3.46344042699737e-05,0.0006137140317069,0.0004327798173815,2288/55971/5217/8440/23332/1739/832/4133/3320/64857/23406/5296/57606/343578/24139/7408/8195/80115/157922/9026/80206/10677/5879/55755/9873/6622/84630/93663/2934/120/5058/2241/2059/1859/65018/57731/253260/4204/442721/10458/2885/9659/1003/91663/51466/6840/6709/7114/10178/10787/119/55604/118/11078/11075/23189/28964/57482/7429/163782/4926/6904/58497/9353/10435/51571/11013/10092/10602/93661/342184/387/79822/29108/2185/11135/51429/6249/84722/85464/79998/286527/2039/5581/6712/830,86
GO:0050803,regulation of synapse structure or activity,86/5559,215/18903,0.0005401470008294,0.0050565285273586,0.0035657706677628,5048/6792/27067/84062/1496/55737/2239/9762/869/57030/1760/1432/266727/2043/51086/8828/2693/79414/547/2045/5100/4916/351/6622/5789/2047/7804/22941/7846/55209/22883/10458/627/9378/2049/1946/6092/375790/5649/84628/23077/51104/7337/6495/58504/4038/577/4076/10152/347902/8499/147381/2823/2895/89780/8321/27185/10611/1020/22871/54674/1605/23768/3556/347731/387804/4593/387/4734/4897/112755/23394/65981/7474/85461/81926/54583/10097/1813/9456/7476/9758/1000/10082/26037/4914,86
GO:0031345,negative regulation of cell projection organization,85/5559,194/18903,1.31867334340355e-05,0.0002922832668368,0.0002061127696453,2288/3475/5048/29116/999/84062/4134/10198/5217/10371/10512/5909/832/4133/1785/57556/5802/2931/7016/9693/3280/57142/2043/7143/1948/2258/2045/83478/10498/115704/5793/6014/120114/7248/10501/5780/7025/8408/83999/349667/51466/2316/4155/3675/7869/7431/65078/11075/23189/23329/7337/7533/4038/10253/9856/9353/7070/89780/1020/22871/653464/1600/1630/22876/51265/2665/57609/387/9139/8829/112755/4168/1949/7474/53335/57187/3397/81618/80031/5530/6911/3985/25987/10509/9860,85
GO:0045619,regulation of lymphocyte differentiation,85/5559,210/18903,0.0003716743895992,0.0038173563899919,0.0026919293286258,572/56603/54542/8943/5590/60/5788/25793/259307/3718/6461/57178/6603/7704/4192/604/8289/2309/3624/6659/8744/55795/6597/51176/11221/9580/814/678/861/51043/3600/3635/9655/3726/10524/5771/6666/1960/282618/8651/677/196528/441478/406991/6605/51412/3566/6604/7494/6422/2737/942/3398/23240/3623/5914/8546/301/3142/2064/6935/57630/29117/558/3123/407975/5591/864/387/6932/4092/84695/5105/3659/55274/3662/6601/673/80149/84807/399/10892/6599/3146/2547,85
GO:0051495,positive regulation of cytoskeleton organization,85/5559,195/18903,1.66947352351626e-05,0.0003601372651063,0.0002539621578987,55971/5217/8440/9948/23332/55160/1739/7481/3984/7016/57606/8936/6869/6491/7408/80115/10763/79768/29109/5879/55755/9873/7168/4916/2934/5058/2241/10163/221908/253260/7248/153241/4204/442721/10458/2885/9659/51466/6376/10178/10787/22998/1906/55604/6422/11075/8976/28964/57482/55704/9270/6385/7429/10810/23075/4926/10152/10300/54828/10435/10602/2150/1020/171024/1778/6281/342184/6683/387/998/5829/8829/29108/2185/29899/3397/11135/51429/6249/84722/79998/55835/673/85459/5581,85
GO:0099111,microtubule-based transport,85/5559,209/18903,0.0003094545163108,0.0033377619234197,0.0023537281552177,5048/1767/27067/84062/8943/5590/4133/5991/8655/10013/11020/3315/8936/27031/6421/55112/10749/547/92558/403/351/51057/66000/55638/1740/667/9531/3192/152110/23353/3916/3064/80199/23224/57560/10947/23291/5108/23011/80173/8120/8701/57584/9368/112752/27019/6780/8546/63971/5861/22994/7345/200162/1780/200373/27148/55764/27152/7314/5870/22906/79659/144535/199953/54785/1778/1770/6683/8100/998/3091/80208/25981/117178/6794/55686/55288/23287/9638/57728/26958/23299/80217/6687/3281,85
GO:0006475,internal protein amino acid acetylation,85/5559,188/18903,2.94244311767226e-06,8.28766729650047e-05,5.84431014086961e-05,55904/9031/672/26009/23338/4802/60/10847/55257/10664/1386/4297/6418/8202/23326/5447/51200/4654/6874/23558/26122/51176/4089/6622/22976/26053/1487/55689/55209/84289/4204/3054/10524/57673/6879/5187/4582/23450/8464/10865/8861/4800/54799/9474/56848/51412/7994/8648/56970/27154/84148/55011/10891/80314/138474/9329/4298/408/57325/7862/8320/29117/25942/93624/55167/57634/10933/4674/23137/151507/54556/79960/23411/6878/6883/9575/6885/3662/93649/6872/201163/6314/114825/4300/26155,85
GO:0018393,internal peptidyl-lysine acetylation,85/5559,186/18903,1.72545791571501e-06,5.14107765480697e-05,3.62539315323067e-05,55904/9031/672/26009/23338/4802/60/10847/55257/10664/1386/4297/6418/8202/23326/5447/51200/4654/6874/23558/26122/51176/4089/6622/22976/26053/1487/55689/55209/84289/4204/3054/10524/57673/6879/5187/4582/23450/8464/10865/8861/4800/54799/9474/56848/51412/7994/8648/56970/27154/84148/55011/10891/80314/138474/9329/4298/408/57325/7862/8320/29117/25942/93624/55167/57634/10933/4674/23137/151507/54556/79960/23411/6878/6883/9575/6885/3662/93649/6872/201163/6314/114825/4300/26155,85
GO:0021953,central nervous system neuron differentiation,85/5559,174/18903,4.73163896083573e-08,2.816530990612e-06,1.98616571365719e-06,170302/5048/58524/6095/4133/3320/3326/869/4858/4967/26468/8022/657/57178/9693/266727/3280/2043/8828/9331/3624/6659/64919/54567/57688/7080/161357/1009/5457/2047/9334/7832/64843/2909/57731/57551/2560/4825/5881/1436/2049/5727/104/63925/8861/10215/23077/4983/2737/51684/4852/10660/658/9353/2895/89780/431707/27185/8320/1020/2636/2637/25942/7314/2290/79659/1630/2263/64211/8829/80208/120237/7471/4821/6608/23287/55681/1813/4929/7476/3251/166614/25987/79048/91584,85
GO:0030178,negative regulation of Wnt signaling pathway,85/5559,174/18903,4.73163896083573e-08,2.816530990612e-06,1.98616571365719e-06,440193/10076/7089/55593/7481/51701/9978/55612/2010/2254/8312/27120/79816/2931/4192/2735/1432/27031/3485/2309/1958/4035/56033/324/22881/7090/3487/9580/27303/2719/6934/11197/92162/1499/57674/3090/56998/387914/84133/9241/83999/5071/147906/10399/388630/80199/57560/2932/57680/6422/2737/9368/10297/10459/23240/80114/6662/650/4038/144165/9686/8994/4851/2308/147495/8321/51339/64359/4163/7088/79960/1540/857/54894/7474/6794/4772/55681/27123/8313/1000/4300/25987/388336/1454,85
GO:0008361,regulation of cell size,84/5559,183/18903,1.58596384171794e-06,4.80256656294869e-05,3.38668137388842e-05,3475/5048/6792/1185/999/7504/9175/10371/10512/4133/1785/3320/57556/3326/3783/5802/1954/3984/7422/57142/7143/57468/23499/2258/10451/2045/5879/56262/1382/118813/3778/2909/4825/7248/10501/627/8408/1946/51334/7869/65078/1906/23011/2932/1808/394/9368/6722/1385/6560/10439/23108/9856/23038/89780/7410/27185/1020/57611/25942/1826/5916/196527/4869/57698/1630/65267/84561/51265/9821/6558/57609/387/4897/8829/23394/6387/7474/150465/80031/4478/10509/11194/91584,84
GO:0009952,anterior/posterior pattern specification,84/5559,218/18903,0.0022765524545269,0.0148470812251756,0.0104698878782511,50937/10512/84678/10683/7528/3200/657/7704/3280/4297/79365/3229/56033/8553/5100/51176/4089/2719/472/7547/23648/2114/6497/7832/8928/4760/2019/5090/1499/3516/10736/10655/4087/10409/56998/84667/9241/7490/5087/57801/441478/8861/134701/80199/2296/5362/5125/1399/6422/3203/2737/2253/4618/6722/57669/4488/650/6939/8854/10220/10006/4851/343930/89780/2637/5916/2303/4762/5591/57534/7474/92/7471/6608/6926/55502/286204/6911/163589/8313/2186/4300/10194/6997,84
GO:0050807,regulation of synapse organization,84/5559,209/18903,0.0005218998699642,0.0049214242123825,0.0034704975963614,5048/6792/27067/84062/1496/55737/2239/9762/869/1760/1432/266727/2043/51086/8828/2693/79414/547/2045/5100/4916/351/6622/5789/2047/7804/22941/7846/55209/22883/10458/627/9378/2049/1946/6092/375790/5649/84628/23077/51104/7337/6495/58504/4038/577/4076/10152/347902/8499/147381/2823/2895/89780/8321/27185/10611/1020/22871/54674/1605/23768/3556/347731/387804/4593/387/4734/4897/23394/65981/7474/85461/81926/54583/10097/1813/9456/7476/9758/1000/10082/26037/4914,84
GO:0061138,morphogenesis of a branching epithelium,84/5559,188/18903,5.93397855628555e-06,0.0001477766860542,0.0001042093937887,5310/8626/10512/1739/79977/2099/284217/80004/2138/54922/4192/7422/90/54567/3169/3911/7080/51176/2252/4089/2719/5058/64783/6692/10653/1499/367/25932/10736/5314/2885/56998/186/2131/64478/9241/9021/7490/5087/5727/5154/441478/2297/59277/1906/6422/2737/2253/6722/10765/10672/4488/6662/7849/650/6495/3791/10253/23213/1969/9353/4851/10252/8642/2637/5499/1605/2303/5534/30812/2263/9620/8829/6299/8914/2246/7474/7475/7471/6608/6926/8945/9500/7052,84
GO:0097191,extrinsic apoptotic signaling pathway,84/5559,224/18903,0.0053600010191029,0.028882211005191,0.0203672025709393,572/51330/672/355/2261/5788/2872/2138/5518/2931/219699/3875/653/90/2309/8743/3624/599/90865/7057/3685/4170/6934/9531/10018/162989/4000/467/151112/4846/147138/367/11337/598/5970/186/11124/4763/3064/1654/2729/6376/3479/1495/8692/2260/2932/2950/6422/2070/8795/79370/6498/5607/658/5170/57630/9191/8738/7857/5499/55367/10962/10771/9821/578/7185/7132/1540/3655/8829/7078/29108/857/5054/8567/2537/7186/5894/81618/597/5366/55023/7015,84
GO:0007369,gastrulation,83/5559,196/18903,7.26151748921487e-05,0.0011046412218263,0.0007789726184433,54623/65125/23332/7481/8312/2138/1954/657/9421/27031/90/60436/1843/1846/3624/6615/8195/154796/27245/60412/23135/9314/3685/51176/79798/4089/1291/2719/26011/8324/7547/2114/1499/55788/10736/4087/2885/91663/2131/9241/3914/4155/8861/10399/406942/406937/3675/2296/6422/2116/1855/2253/6722/57669/5607/23168/1847/1969/3688/2132/343930/2697/89780/8320/23122/1605/2303/29072/2263/7479/3693/3912/4318/1303/7474/92/57045/90102/286204/6911/9646/1290/3281,83
GO:0016573,histone acetylation,83/5559,180/18903,1.45321568538451e-06,4.48480438790914e-05,3.16260134804657e-05,55904/9031/672/26009/23338/4802/60/10847/55257/10664/1386/4297/6418/8202/23326/51200/4654/6874/23558/26122/51176/4089/6622/22976/26053/1487/55689/55209/84289/4204/3054/10524/57673/6879/5187/4582/23450/8464/10865/8861/4800/54799/9474/56848/51412/7994/8648/56970/27154/84148/55011/10891/80314/138474/9329/4298/408/57325/7862/8320/29117/25942/93624/55167/57634/10933/4674/151507/54556/79960/23411/6878/6883/9575/6885/3662/93649/6872/201163/6314/114825/4300/26155,83
GO:0043484,regulation of RNA splicing,83/5559,180/18903,1.45321568538451e-06,4.48480438790914e-05,3.16260134804657e-05,5725/11338/23210/26528/55796/5978/55696/2521/3189/1153/10521/23543/55147/80004/54845/4858/57716/23064/1655/6428/6429/9991/58517/6431/23326/79026/4654/9513/22927/9584/54407/60677/92906/3192/1859/60680/64783/3190/51755/7536/51574/51341/1198/54033/23450/8464/6231/56970/6625/57396/83989/6432/55234/10656/6426/7009/84530/10150/9589/10658/10284/4154/93624/4869/9967/6433/54715/6430/56853/10084/9444/79084/58155/6883/84872/6434/4857/57703/6314/57018/3185/5936/22827,83
GO:0046578,regulation of Ras protein signal transduction,83/5559,193/18903,3.77180371563943e-05,0.0006504848653977,0.0004587099311927,9265/5662/1785/4650/64926/22898/9266/54922/7126/867/8437/9750/5924/604/148/5879/9649/83478/285282/2059/6014/23362/3084/26053/50848/2909/143872/11337/10156/100271927/613/4763/221002/3675/3479/65078/9448/4983/23189/8036/28964/9267/55103/79109/10253/408/27/9922/84249/4851/3688/56990/10252/2150/6091/286205/10260/81848/50861/9289/5291/84144/8829/8567/83892/55914/9927/117178/9928/440730/57706/54869/5894/90627/55667/84636/201163/50650/26269/10982/1398/4914/64283,83
GO:0050866,negative regulation of cell activation,83/5559,221/18903,0.005366052507625,0.0288906833674303,0.0203731771245477,54542/1739/384/5788/10464/25793/259307/3718/1845/4192/10019/9750/604/868/1268/3624/9572/3949/5156/10457/27242/472/2241/5169/861/51043/4846/3635/9655/1051/5771/6664/282618/8651/613/5154/441478/406991/2729/6376/2896/51083/3566/5155/1511/6422/2737/942/3398/383/23240/54900/5585/3623/6385/301/64844/3142/2064/836/558/9306/11146/3123/864/10039/8832/55824/7301/4092/2267/56940/84695/3659/57045/8654/10461/80149/133396/5074/5592/3146/4067,83
GO:0043393,regulation of protein binding,82/5559,200/18903,0.0002881136914699,0.003171217252528,0.0022362839246305,5310/84062/50937/9759/7049/2011/60/4133/3326/10014/9693/27031/868/4035/1026/8189/146057/9026/10763/3300/351/5792/8751/84630/6934/7074/151651/2801/147138/627/56998/161882/9241/5071/10399/6093/489/119/4140/6604/2932/118/5155/1855/57669/9270/8239/650/4221/7009/5899/89780/27185/1020/51339/5499/80011/7262/6815/998/23032/8829/4318/23394/857/65981/7474/5334/3397/54552/409/6135/4931/6872/284/2035/7015/1398/255738/5465/1454/59082,82
GO:0048639,positive regulation of developmental growth,82/5559,168/18903,8.48945268300624e-08,4.48827621355658e-06,3.16504961546764e-06,170302/5048/6792/6857/7049/9175/9962/79594/7430/2254/1954/3984/657/2735/8437/1432/7422/2690/27230/2693/7852/8195/23499/4654/5292/1382/118813/57731/3516/3643/55636/627/10409/1946/7490/5071/375790/1735/3479/32/1906/22999/51760/59284/2253/5467/6722/1385/5357/7429/3142/151835/4851/9472/89780/27185/57611/3481/23414/1826/9699/2066/23236/5454/57698/407975/89/23327/2263/6910/8829/23394/4092/6387/6608/23025/1813/25836/983/4534/50618/84258,82
GO:0061351,neural precursor cell proliferation,82/5559,149/18903,5.2108455124754793e-11,9.602843872990531e-09,6.7717484088440805e-09,170302/5048/50937/6095/284403/10890/84678/57096/4192/2735/7422/2771/9048/2309/54567/2258/10763/51176/2047/10642/7832/84858/6692/10653/1499/153241/2787/407738/4763/63925/5455/57540/388610/6376/7005/1495/2009/55679/5108/6604/2737/2253/3398/80237/8650/6660/23595/222484/6895/473/4851/3688/2308/89780/27185/23305/2637/2290/5454/4673/9289/131405/2263/387/64211/3091/9253/5803/3736/7474/58155/9928/7471/6608/81853/1813/85458/7476/9833/1000/644943/4067,82
GO:0070302,regulation of stress-activated protein kinase signaling cascade,82/5559,198/18903,0.0001955295814213,0.0023976536124858,0.0016907811113098,5048/355/10371/1739/23239/2122/3301/7430/4616/9506/8312/1845/7422/5052/1843/9479/5911/3276/10912/4294/51347/29969/22881/3480/351/11221/9344/2047/8324/653361/65018/57551/54986/4296/5187/768211/5071/5478/406954/9448/260425/2950/5594/6422/650/23008/84766/4221/23005/1956/27250/2308/57630/153769/9965/2150/51339/23236/64853/10771/9821/7185/6317/6416/5609/1540/29108/56940/7474/2185/7186/55504/7099/85458/7476/7498/80149/1398/7189/3146/27347/4067,82
GO:2001022,positive regulation of response to DNA damage stimulus,82/5559,166/18903,4.34410810197577e-08,2.6941824286292e-06,1.89988776403211e-06,8193/672/11284/54929/60/55063/2521/7528/55257/2138/6603/1655/51111/8289/55719/5582/6597/9513/5111/84787/26122/55135/27063/472/22925/64210/22976/9577/161742/10524/3090/3014/196528/54799/23201/6605/51412/6604/51720/51588/9275/605/2070/10459/80314/10155/6498/23126/1956/56776/6154/7398/29117/6419/149840/5883/545/57634/10933/5591/9774/10039/54556/7515/23411/29086/8914/54617/55274/56907/84893/10097/6601/5366/138151/150275/23514/4255/6599/3146/200734/8110,82
GO:0001659,temperature homeostasis,82/5559,178/18903,1.75689534134366e-06,5.19815364755349e-05,3.66564209075131e-05,5733/7030/5743/50508/43/2778/4849/2271/6319/23090/4858/6009/7422/5618/55818/3953/1268/1958/7852/9572/468/10912/376497/7376/23135/324/948/7090/3480/7226/63976/11096/51043/3600/26580/3516/6774/1051/79813/2104/3566/9658/10891/57561/2034/5565/58488/8792/5746/4851/2308/2697/133522/3060/115209/2303/2827/1778/64641/89/153/4898/857/4883/5334/9927/6794/3397/1907/7099/3662/5925/4857/79068/1813/201163/134/2171/216/6778/283455/9807,82
