peak_id,chr,start,end,width,conc,conc_ctrl,conc_treat,fold,p_value,FDR,annotation,gene_chr,gene_start,gene_end,gene_len,gene_strand,gene_id,transcript_id,distance_to_tss
6760,chr9,110472113,110472223,111,4.426234,4.896118,3.724898,0.843572,0.0014632050730323,0.0102701411694138,"Exon (ENST00000374469.6/ENSG00000165124.19, exon 15 of 48)",9,110442479,110550054,107576,2,ENSG00000165124.19,ENST00000467821.1,77831
6761,chr11,33857949,33858159,211,5.226338,5.603542,4.71419,0.747162,0.0014636354001825,0.0102707173792287,Distal Intergenic,11,33858576,33865151,6576,2,ENSG00000135363.12,ENST00000464025.5,6992
6762,chr3,9703683,9705947,2265,7.300118,6.966317,7.571014,-0.541244,0.0014638676536399,0.0102707173792287,Promoter (<=1kb),3,9703826,9727450,23625,1,ENSG00000144550.14,ENST00000383831.7,0
6763,chr12,52163810,52164467,658,5.420256,4.93157,5.784634,-0.700495,0.0014642560891764,0.0102707173792287,Promoter (<=1kb),12,52164115,52223800,59686,1,ENSG00000258279.4,ENST00000640420.1,0
6764,chr13,82884438,82884550,113,7.88835,8.187177,7.511011,0.611076,0.0014642833085956,0.0102707173792287,"Intron (ENST00000663739.1/ENSG00000286385.1, intron 2 of 2)",13,82823131,82824136,1006,1,ENSG00000237099.1,ENST00000426437.1,61307
6765,chr9,8733584,8733914,331,3.700294,4.276962,2.724898,0.929079,0.001464369479651,0.0102707173792287,Promoter (<=1kb),9,8317404,8733894,416491,2,ENSG00000153707.19,ENST00000486161.5,0
6766,chr7,127447371,127447694,324,4.515439,5.027304,3.714831,0.847955,0.0014659698700059,0.0102804224640913,Distal Intergenic,7,127377191,127431924,54734,2,ENSG00000048405.11,ENST00000439506.1,-15447
6767,chr17,907129,907241,113,6.791491,7.080746,6.429316,0.617734,0.001466275303533,0.0102810448650858,Promoter (<=1kb),17,823646,908034,84389,2,ENSG00000167693.17,ENST00000577098.5,793
6768,chr12,88948015,88948126,112,5.814581,6.133572,5.404426,0.675858,0.0014666843236714,0.0102823932904203,Distal Intergenic,12,89010681,89019679,8999,2,ENSG00000246363.4,ENST00000500381.2,71553
6769,chr20,59066002,59066111,110,3.626058,4.246583,2.513787,0.939228,0.0014673214646986,0.0102849881801807,Distal Intergenic,20,59038134,59042809,4676,2,ENSG00000101166.16,ENST00000466051.1,-23193
6770,chr12,6923380,6926736,3357,7.260008,6.943743,7.519254,-0.52219,0.0014674879864235,0.0102849881801807,Promoter (<=1kb),12,6924463,6942321,17859,1,ENSG00000111676.15,ENST00000356654.8,0
6771,chr3,182142871,182143540,670,4.984708,4.396578,5.401326,-0.773075,0.0014677184937279,0.010285084491272,Distal Intergenic,3,182149430,182158313,8884,2,ENSG00000287605.1,ENST00000669633.1,14773
6772,chr10,101817510,101819416,1907,7.432684,7.105352,7.69931,-0.535567,0.0014690058491104,0.0102925855771696,Promoter (<=1kb),10,101784443,101818465,34023,2,ENSG00000198408.14,ENST00000439817.5,0
6773,chr6,39526240,39526349,110,4.812302,5.218588,4.244685,0.785373,0.0014692230709343,0.0102925876671627,"Intron (ENST00000458470.5/ENSG00000164627.18, intron 10 of 18)",6,39553811,39554943,1133,1,ENSG00000231276.2,ENST00000422443.2,-27462
6774,chr11,67401226,67402318,1093,5.754681,5.312865,6.092441,-0.656226,0.0014701813185782,0.0102977802190583,Promoter (<=1kb),11,67398183,67401793,3611,2,ENSG00000172531.16,ENST00000312989.11,0
6775,chr1,44739376,44740230,855,5.413282,4.917961,5.78132,-0.712378,0.0014709538891035,0.010299355298592,Promoter (<=1kb),1,44739818,44757971,18154,1,ENSG00000142945.13,ENST00000452259.5,0
6776,chr2,82616409,82616518,110,5.57189,5.909096,5.131025,0.700577,0.0014710281045686,0.010299355298592,Distal Intergenic,2,82609652,82609977,326,1,ENSG00000226860.1,ENST00000417406.1,6757
6777,chr18,38479203,38479336,134,6.58292,6.853021,6.250326,0.573103,0.0014712214178176,0.010299355298592,Distal Intergenic,18,38655219,38660775,5557,2,ENSG00000268566.6,ENST00000597906.1,181439
6778,chr8,83989388,83989503,116,7.99492,8.289074,7.625018,0.601044,0.001471371647486,0.010299355298592,"Intron (ENST00000523678.1/ENSG00000254202.2, intron 1 of 3)",8,84063983,84142463,78481,1,ENSG00000254202.2,ENST00000666702.1,-74480
6779,chr17,2812094,2812548,455,4.364648,3.464553,4.91471,-0.890656,0.0014714915184866,0.010299355298592,"Intron (ENST00000637138.1/ENSG00000132359.16, intron 3 of 25)",17,2796482,3034771,238290,1,ENSG00000132359.16,ENST00000542807.1,15612
6780,chr11,12526640,12526754,115,7.670183,7.969112,7.29268,0.614857,0.0014724733783967,0.0103047075012045,"Intron (ENST00000334956.15/ENSG00000197702.14, intron 12 of 12)",11,12538083,12540967,2885,2,ENSG00000254847.1,ENST00000526112.1,14213
6781,chr10,112949513,112950426,914,6.361474,5.987114,6.658433,-0.584948,0.0014728241069683,0.0103056419742569,Promoter (<=1kb),10,112950247,113167678,217432,1,ENSG00000148737.18,ENST00000355995.9,0
6782,chr14,30011670,30011782,113,6.638159,6.930232,6.271546,0.621819,0.0014736444090582,0.0103098613861686,"Intron (ENST00000549503.1/ENSG00000184304.17, intron 3 of 5)",14,29952397,29980254,27858,2,ENSG00000248975.2,ENST00000548124.1,-31416
6783,chr2,83764460,83764573,114,5.330986,5.695402,4.842232,0.733191,0.0014740217734699,0.0103109811451573,Distal Intergenic,2,83657735,83657842,108,1,ENSG00000199295.1,ENST00000362425.1,106725
6784,chr4,53692824,53692936,113,4.603251,5.051159,3.950213,0.81468,0.0014750167881211,0.0103164204838992,Promoter (2-3kb),4,53695901,53734358,38458,1,ENSG00000249341.1,ENST00000506950.1,-2965
6785,chr4,126850337,126850690,354,3.923489,2.87098,4.525538,-0.930096,0.0014752855580118,0.0103167795367052,Distal Intergenic,4,126776969,126778414,1446,2,ENSG00000289869.1,ENST00000701234.1,-71923
6786,chr11,116962831,116962948,118,7.420913,7.716839,7.048199,0.615379,0.0014757643482336,0.0103186069547581,"Intron (ENST00000445177.6/ENSG00000160584.17, intron 1 of 24)",11,116893845,116957064,63220,2,ENSG00000160584.17,ENST00000497049.5,-5767
6787,chr3,121702721,121702832,112,2.74428,3.507917,1.018019,0.941287,0.0014769606363328,0.010325449870741,Promoter (<=1kb),3,121695596,121703013,7418,2,ENSG00000173230.17,ENST00000695009.1,181
6788,chr10,121843547,121843660,114,7.219458,7.506565,6.86065,0.603522,0.0014779237463422,0.0103286848332632,Promoter (1-2kb),10,121743792,121841971,98180,2,ENSG00000107669.19,ENST00000689199.1,-1576
6789,chr17,51259591,51261255,1665,7.144129,6.81597,7.411302,-0.540631,0.0014781513620029,0.0103286848332632,Promoter (<=1kb),17,51177425,51260049,82625,2,ENSG00000011258.16,ENST00000586178.6,0
6790,chr8,19013221,19014828,1608,6.413161,6.049515,6.703351,-0.5907,0.0014782399506241,0.0103286848332632,Promoter (<=1kb),8,18527303,19013686,486384,2,ENSG00000156011.18,ENST00000440756.4,0
6791,chr19,56403742,56404560,819,5.265392,4.734254,5.652745,-0.734377,0.0014782941051823,0.0103286848332632,Promoter (<=1kb),19,56404014,56423047,19034,1,ENSG00000198440.9,ENST00000537943.5,0
6792,chr14,27274513,27274624,112,4.89956,5.29941,4.344502,0.787228,0.0014788488094164,0.0103302836207306,"Intron (ENST00000656336.1/ENSG00000258081.4, intron 5 of 5)",14,27258717,27259166,450,2,ENSG00000258932.5,ENST00000556395.1,-15347
6793,chr8,100375406,100375942,537,3.989527,3.021108,4.563807,-0.915554,0.0014789583678052,0.0103302836207306,Distal Intergenic,8,100382763,100382845,83,1,ENSG00000265599.1,ENST00000584480.1,-6821
6794,chr18,23133765,23135137,1373,5.660551,5.203125,6.007327,-0.687921,0.0014798887578137,0.0103345951369319,Promoter (<=1kb),18,23134564,23257747,123184,1,ENSG00000134508.13,ENST00000400473.6,0
6795,chr1,105009584,105009697,114,7.318931,7.617235,6.942427,0.620892,0.001480011253487,0.0103345951369319,"Intron (ENST00000648518.1/ENSG00000285981.1, intron 3 of 4)",1,104998406,105032365,33960,2,ENSG00000285981.1,ENST00000648518.1,22668
6796,chr18,74233752,74233879,128,7.788728,8.095418,7.398734,0.626841,0.0014813627430212,0.0103425102164322,"Intron (ENST00000580403.1/ENSG00000260569.2, intron 1 of 1)",18,74227506,74227803,298,1,ENSG00000243856.3,ENST00000480810.3,6246
6797,chr7,94223443,94224092,650,5.188285,5.598681,4.612561,0.74901,0.0014821323493069,0.0103463609989576,Distal Intergenic,7,94311138,94347063,35926,1,ENSG00000285964.1,ENST00000649265.1,-87046
6798,chr11,47407682,47408989,1308,6.97357,6.651186,7.236908,-0.527087,0.0014831899634504,0.010351064448211,Promoter (<=1kb),11,47408584,47412393,3810,1,ENSG00000165915.14,ENST00000531974.5,0
6799,chr6,127362476,127362585,110,5.076222,5.450696,4.569118,0.761765,0.0014832424376872,0.010351064448211,Promoter (<=1kb),6,127362513,127363403,891,1,ENSG00000220744.1,ENST00000406671.1,0
6800,chr13,28397755,28397867,113,6.1811,6.473635,5.813758,0.604366,0.0014839956756745,0.0103544883673796,"Intron (ENST00000282397.9/ENSG00000102755.13, intron 11 of 29)",13,28303144,28346289,43146,2,ENSG00000102755.13,ENST00000706527.1,-51466
6801,chr15,24856371,24856712,342,4.278543,3.491875,4.784757,-0.868323,0.0014843514629852,0.0103544883673796,Promoter (<=1kb),15,24856551,24978582,122032,1,ENSG00000128739.23,ENST00000400097.5,0
6802,chr3,128461584,128461696,113,6.014966,6.32446,5.620416,0.655432,0.0014843877481646,0.0103544883673796,Promoter (1-2kb),3,128463594,128472317,8724,1,ENSG00000242049.1,ENST00000471626.1,-1898
6803,chrX,124258134,124258244,111,6.729367,7.003205,6.391081,0.582771,0.0014857594876403,0.0103625336130468,"Intron (ENST00000469481.1/ENSG00000101972.20, intron 2 of 3)",23,124246249,124336840,90592,1,ENSG00000282419.3,ENST00000635518.1,11885
6804,chr3,79937564,79937818,255,3.294782,3.969394,1.986611,0.955685,0.0014863417437871,0.0103650709963568,Distal Intergenic,3,79957566,79958142,577,2,ENSG00000243877.1,ENST00000490557.1,20324
6805,chrX,41648007,41648509,503,3.250646,1.906913,3.934118,-0.958852,0.0014873074063309,0.0103702809427757,"Intron (ENST00000421587.8/ENSG00000147044.23, intron 8 of 24)",23,41559779,41665766,105988,2,ENSG00000147044.23,ENST00000643043.2,17257
6806,chrX,124990284,124990393,110,4.085704,4.594765,3.292037,0.896377,0.0014889039984857,0.0103798878813033,"Intron (ENST00000422452.3/ENSG00000009694.14, intron 3 of 34)",23,124375903,124963817,587915,2,ENSG00000009694.14,ENST00000371130.7,-26467
6807,chr9,125701378,125701901,524,4.042555,3.005875,4.63954,-0.924745,0.0014898998898699,0.0103853048295208,"Intron (ENST00000373511.6/ENSG00000119487.17, intron 1 of 10)",9,125543059,125707177,164119,2,ENSG00000119487.17,ENST00000427078.5,5276
6808,chr6,18053527,18053638,112,6.118714,6.426284,5.727295,0.64268,0.0014906749419704,0.0103879855896879,Distal Intergenic,6,17763693,17987635,223943,2,ENSG00000137177.20,ENST00000259711.11,-65892
6809,chr17,7237551,7238513,963,5.177582,4.642049,5.567256,-0.740313,0.0014907223461512,0.0103879855896879,Promoter (<=1kb),17,7235934,7238258,2325,2,ENSG00000040633.13,ENST00000572789.5,0
6810,chrX,110441378,110441492,115,8.377084,8.672638,8.00496,0.598423,0.001492435151298,0.010398393988075,Promoter (1-2kb),23,110346103,110440372,94270,2,ENSG00000133136.6,ENST00000372054.3,-1006
6811,chr20,3767143,3769067,1925,7.275097,6.956625,7.535823,-0.525589,0.0014937624130074,0.0104061134888234,Promoter (<=1kb),20,3753508,3767728,14221,2,ENSG00000101220.18,ENST00000217195.12,0
6812,chr2,202553568,202553679,112,5.601932,5.931736,5.173674,0.69136,0.0014941493622273,0.01040728111259,"Intron (ENST00000374580.10/ENSG00000204217.16, intron 11 of 12)",2,202520401,202520989,589,1,ENSG00000236047.1,ENST00000435125.1,33167
6813,chr2,32894058,32894168,111,4.875377,5.285104,4.300976,0.782556,0.0014944914767173,0.010408136149609,"Intron (ENST00000654101.1/ENSG00000230876.8, intron 1 of 2)",2,32882801,32926522,43722,1,ENSG00000230876.8,ENST00000435075.1,11257
6814,chrX,28351477,28351777,301,4.171479,4.679516,3.380338,0.874817,0.0014964486762077,0.0104190976284925,Distal Intergenic,23,28495555,28495663,109,2,ENSG00000277569.1,ENST00000617606.1,143886
6815,chrX,149059032,149059142,111,7.157104,7.45362,6.783449,0.620001,0.0014965046016307,0.0104190976284925,Promoter (2-3kb),23,149056716,149057166,451,1,ENSG00000242186.2,ENST00000498002.1,2316
6816,chr22,40177730,40178022,293,3.364861,2.150731,4.014676,-0.955463,0.0014967602043799,0.0104193483241518,Promoter (<=1kb),22,40177925,40246362,68438,1,ENSG00000100354.21,ENST00000489500.1,0
6817,chr2,118185312,118186761,1450,5.84678,5.429048,6.170322,-0.642221,0.0014971830440265,0.0104207291685089,Promoter (<=1kb),2,118132128,118186386,54259,2,ENSG00000226856.9,ENST00000414886.5,0
6818,chr12,3168713,3168974,262,3.876029,2.73645,4.504671,-0.941014,0.001497397813836,0.0104207291685089,Promoter (2-3kb),12,3171657,3174056,2400,1,ENSG00000275850.1,ENST00000619492.1,-2683
6819,chr21,26806209,26806318,110,5.34818,5.714037,4.856817,0.705997,0.001500320464122,0.0104395373781582,Distal Intergenic,21,26838093,26840489,2397,2,ENSG00000154734.16,ENST00000492656.1,34171
6820,chr2,71381604,71381714,111,5.343914,5.698123,4.873416,0.742387,0.0015014764468654,0.0104453264917096,Promoter (1-2kb),2,71380176,71398757,18582,1,ENSG00000075292.19,ENST00000491843.2,1428
6821,chr7,24319792,24319902,111,6.730103,6.998324,6.400359,0.56801,0.0015015927330962,0.0104453264917096,"Intron (ENST00000662001.1/ENSG00000287523.1, intron 1 of 1)",7,24285107,24291824,6718,1,ENSG00000122585.8,ENST00000405982.1,34685
6822,chr7,159089626,159089736,111,6.102022,6.401357,5.723871,0.631163,0.0015028572061774,0.0104524522107442,"Intron (ENST00000262178.7/ENSG00000106018.14, intron 4 of 12)",7,159030455,159097204,66750,2,ENSG00000106018.14,ENST00000377633.7,7468
6823,chr7,86209803,86209917,115,5.17276,5.549069,4.66227,0.74594,0.0015030576933465,0.0104524522107442,Distal Intergenic,7,86216785,86217733,949,2,ENSG00000236610.1,ENST00000440415.1,7816
6824,chr5,39803283,39803393,111,6.516018,6.798578,6.164296,0.607497,0.0015035481968478,0.0104543310146598,Distal Intergenic,5,39718984,39721513,2530,2,ENSG00000250492.1,ENST00000504674.1,-81770
6825,chr5,42066516,42066626,111,4.506251,4.941317,3.880379,0.839338,0.0015041362352435,0.0104568873391703,Distal Intergenic,5,41967139,41968366,1228,2,ENSG00000249266.1,ENST00000506170.1,-98150
6826,chr5,132599560,132599670,111,5.116145,5.494025,4.602745,0.740522,0.0015049443778768,0.0104609728745239,"Intron (ENST00000638452.2/ENSG00000283782.2, intron 15 of 26)",5,132595222,132603405,8184,1,ENSG00000113522.14,ENST00000496204.1,4338
6827,chr4,106387495,106387615,121,7.42144,7.728305,7.031163,0.633596,0.0015052463097031,0.0104615390219414,Distal Intergenic,4,106357392,106368778,11387,2,ENSG00000250298.6,ENST00000638719.4,-18717
6828,chr9,110047154,110049107,1954,6.518877,6.173008,6.797655,-0.559855,0.0015061777341982,0.0104664793691032,Promoter (<=1kb),9,110048598,110169909,121312,1,ENSG00000157654.19,ENST00000434623.6,0
6829,chr4,16615670,16615790,121,7.479509,7.745226,7.153548,0.555144,0.0015073680026169,0.0104732167210676,"Intron (ENST00000515064.5/ENSG00000169744.13, intron 2 of 7)",4,16585976,16626993,41018,2,ENSG00000169744.13,ENST00000503829.5,11203
6830,chr17,45051066,45051761,696,5.277234,4.716417,5.680045,-0.744603,0.0015078468633846,0.0104750099522511,Promoter (<=1kb),17,45051610,45109016,57407,1,ENSG00000136448.13,ENST00000592782.5,0
6831,chr11,75814329,75815816,1488,7.192834,6.875813,7.452587,-0.529498,0.0015081895213064,0.0104758565959521,Promoter (<=1kb),11,75815210,76144232,329023,1,ENSG00000198382.9,ENST00000356136.8,0
6832,chr1,10032444,10033823,1380,7.400147,7.060223,7.675055,-0.54198,0.0015089540159933,0.0104781028098921,Promoter (<=1kb),1,10032832,10180367,147536,1,ENSG00000130939.20,ENST00000253251.12,0
6833,chr2,241787447,241787556,110,5.143288,5.543416,4.58769,0.794659,0.00150895457132,0.0104781028098921,"Intron (ENST00000192314.7/ENSG00000154252.12, intron 1 of 3)",2,241776822,241804287,27466,1,ENSG00000154252.12,ENST00000192314.7,10625
6834,chr5,90188694,90188805,112,4.653404,5.083871,4.037079,0.819417,0.0015096921711981,0.0104810818273748,"Intron (ENST00000670522.1/ENSG00000248555.7, intron 4 of 4)",5,90158339,90289938,131600,2,ENSG00000248555.7,ENST00000505712.5,101133
6835,chr11,122208767,122208876,110,5.699924,6.023062,5.282868,0.679476,0.0015098830460932,0.0104810818273748,Promoter (1-2kb),11,122201035,122207654,6620,2,ENSG00000255248.11,ENST00000702205.1,-1113
6836,chr4,177273043,177273152,110,5.169464,5.535873,4.677102,0.750427,0.0015100462690089,0.0104810818273748,"Intron (ENST00000656694.1/ENSG00000287544.1, intron 1 of 4)",4,177242539,177248773,6235,2,ENSG00000249008.1,ENST00000512516.1,-24270
6837,chr6,90222712,90223020,309,3.984581,3.076659,4.537497,-0.910208,0.0015114305502325,0.0104891555868707,Promoter (2-3kb),6,90172683,90219750,47068,2,ENSG00000112182.16,ENST00000695955.1,-2962
6838,chr11,111960788,111961213,426,4.408264,3.706643,4.878275,-0.847675,0.0015123181315243,0.010493187730778,"Intron (ENST00000529225.5/ENSG00000150764.14, intron 2 of 5)",11,111945639,111946892,1254,2,ENSG00000255286.2,ENST00000530827.2,-13896
6839,chr16,2339792,2341192,1401,6.736774,6.398969,7.010297,-0.54608,0.0015125601721766,0.010493187730778,Promoter (<=1kb),16,2275881,2340728,64848,2,ENSG00000167972.14,ENST00000301732.10,0
6840,chr11,63882884,63883295,412,3.724481,4.314943,2.707857,0.925483,0.0015126750143003,0.010493187730778,Promoter (<=1kb),11,63882587,63882685,99,2,ENSG00000202089.1,ENST00000365219.1,-199
6841,chr5,139403496,139404464,969,6.159496,5.753969,6.475688,-0.617579,0.0015130577959699,0.0104943087711125,Promoter (<=1kb),5,139396563,139404088,7526,2,ENSG00000170469.11,ENST00000302091.9,0
6842,chr4,36758372,36759088,717,4.447648,3.731449,4.924082,-0.843473,0.0015136830640056,0.0104968425504933,Distal Intergenic,4,36548776,36641939,93164,2,ENSG00000248215.6,ENST00000655716.1,-116433
6843,chr3,53370700,53371334,635,4.063014,3.221185,4.591149,-0.893126,0.0015138655701615,0.0104968425504933,"Intron (ENST00000637424.1/ENSG00000157388.20, intron 1 of 46)",3,53387713,53387836,124,2,ENSG00000212608.1,ENST00000391306.1,16502
6844,chr2,170715152,170717749,2598,6.447813,6.094651,6.731301,-0.57101,0.0015143646483027,0.0104987688241769,Promoter (<=1kb),2,170715337,170718078,2742,1,ENSG00000204335.4,ENST00000375281.4,0
6845,chr8,69668452,69668562,111,4.78133,5.19401,4.201072,0.788824,0.0015148110840173,0.0105003296295769,3' UTR,8,69638811,69641147,2337,1,ENSG00000137573.14,ENST00000526654.1,29641
6846,chr1,2049275,2050812,1538,6.745211,6.373172,7.040711,-0.585449,0.0015159436610413,0.0105066454614504,Promoter (<=1kb),1,2050411,2185395,134985,1,ENSG00000067606.17,ENST00000378567.8,0
6847,chr5,55580240,55580359,120,7.26808,7.55078,6.916142,0.593952,0.0015163360638857,0.0105078302262669,Distal Intergenic,5,55551885,55552554,670,2,ENSG00000249410.1,ENST00000504372.1,-27686
6848,chr4,184648738,184650439,1702,6.708069,6.364926,6.985076,-0.554655,0.0015172486543452,0.010512618888927,Promoter (<=1kb),4,184627696,184649447,21752,2,ENSG00000164305.20,ENST00000308394.9,0
6849,chr17,41917681,41920377,2697,7.73968,7.412111,8.006462,-0.530992,0.001519167149703,0.0105235167893336,Promoter (<=1kb),17,41866917,41918962,52046,2,ENSG00000131473.17,ENST00000590151.5,0
6850,chr12,60391287,60391400,114,4.791016,5.21875,4.180318,0.830951,0.0015192650903501,0.0105235167893336,Distal Intergenic,12,60363822,60363935,114,1,ENSG00000251822.1,ENST00000516013.1,27465
6851,chr4,157857331,157857441,111,7.058885,7.335851,6.715803,0.583444,0.0015197788601903,0.0105255389517312,Distal Intergenic,4,157879902,157962924,83023,1,ENSG00000286862.1,ENST00000658855.1,-22461
6852,chr5,126926508,126926618,111,5.035858,5.414702,4.520667,0.761985,0.0015232876873575,0.0105483003779543,"Intron (ENST00000308660.6/ENSG00000173926.6, intron 1 of 4)",5,126914661,126918228,3568,2,ENSG00000173926.6,ENST00000515241.1,-8280
